age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,physical_activity_hours_per_week,caffeine_mg,mindfulness_minutes_per_day,mental_health_score,mood_rating,stress_level,uses_wellness_apps,eats_healthy,gender_Male,gender_Other,location_type_Suburban,location_type_Urban,sleep_quality
27,8.8,2.2,2.6,0.6,3.2,4.5,4.1,0.8,0.9,0.9,140.7,5.3,46.0,1.0,10,0,1,True,False,False,True,4.0
29,8.5,1.9,3.6,0.5,2.6,4.5,3.7,0.9,0.9,0.0,218.7,7.0,47.0,1.0,10,0,0,True,False,False,True,4.0
32,5.8,2.6,2.8,0.6,0.5,4.5,4.3,0.6,1.5,0.0,153.6,9.2,50.0,1.0,10,0,0,False,False,True,False,3.0
65,4.7,3.0,1.4,0.8,0.0,0.8,1.2,2.7,3.1,5.0,225.9,17.0,83.0,9.2,1,1,0,False,False,True,False,4.0
47,5.6,0.9,2.8,0.2,2.6,4.1,3.6,2.0,1.7,0.0,105.4,9.7,53.0,3.8,7,0,1,True,False,False,False,3.0
20,6.7,2.1,2.1,0.3,1.6,4.5,3.6,0.7,1.1,0.0,222.6,7.1,50.0,1.0,10,1,1,True,False,True,False,4.0
73,2.4,2.0,0.8,0.0,0.9,1.4,1.9,2.3,1.6,4.8,130.7,27.0,76.0,8.8,2,1,0,True,False,True,False,5.0
41,4.7,2.2,2.1,0.0,1.7,2.8,3.2,1.3,1.8,5.2,101.8,26.6,73.0,7.5,4,1,0,False,False,True,False,3.0
37,5.7,2.0,0.3,1.7,2.6,3.8,3.8,1.8,1.1,3.0,151.4,18.6,54.0,2.2,7,0,0,True,False,False,True,3.0
73,2.5,1.1,2.1,0.1,0.0,2.7,3.3,2.1,1.3,11.2,71.4,11.1,84.0,7.3,4,0,1,False,True,False,True,4.0
41,8.4,3.3,3.4,1.2,1.5,4.5,3.9,0.7,1.3,0.0,153.2,9.5,47.0,1.0,10,0,1,True,False,False,True,3.0
48,7.0,3.7,2.4,0.4,1.5,4.5,3.8,1.0,0.6,1.0,123.9,9.4,51.0,1.0,10,0,0,True,False,False,False,3.0
70,8.0,2.5,2.8,0.9,2.9,4.5,4.0,0.6,1.8,0.0,101.9,7.2,52.0,1.0,10,0,0,False,False,False,True,4.0
60,5.5,2.5,1.1,0.6,2.2,2.5,3.1,2.0,1.9,3.9,116.1,26.3,74.0,7.7,3,0,1,False,False,True,False,4.0
52,5.1,2.1,2.0,0.0,2.2,2.9,3.5,2.2,0.8,5.7,78.4,16.7,76.0,3.8,4,1,1,True,False,False,False,4.0
28,6.7,2.9,2.3,0.6,1.0,4.5,3.5,1.0,1.3,1.4,187.4,17.9,51.0,1.0,9,1,0,False,False,False,True,4.0
50,3.5,0.2,1.2,1.0,2.1,2.2,3.0,2.4,2.4,3.6,129.1,28.7,76.0,5.5,3,1,1,False,False,False,True,5.0
67,4.3,2.0,2.3,0.0,0.9,3.5,3.6,1.2,1.1,1.8,153.8,28.3,65.0,4.0,5,0,1,False,False,False,True,4.0
22,7.2,1.5,2.0,2.0,1.3,4.5,3.9,0.1,0.6,0.0,202.6,5.6,45.0,1.0,10,0,1,False,False,False,False,3.0
49,6.2,2.1,2.3,1.1,2.0,4.5,4.2,1.7,1.8,0.0,156.5,10.6,55.0,1.0,9,0,1,False,False,False,True,3.0
33,5.3,3.0,0.4,1.1,1.5,3.0,3.7,2.0,2.4,2.0,156.1,11.7,70.0,3.0,5,0,0,False,False,False,False,4.0
44,6.9,2.0,2.9,1.2,1.7,4.5,3.6,1.1,1.4,0.0,195.7,13.6,43.0,1.4,9,0,1,False,False,False,True,3.0
28,6.3,1.7,2.0,0.0,2.7,4.5,4.2,2.1,1.0,0.2,205.2,9.1,55.0,1.7,8,1,1,True,False,True,False,5.0
73,2.4,0.7,1.4,1.0,1.0,1.7,2.1,2.1,2.2,3.2,93.6,20.4,84.0,8.9,2,1,1,True,False,False,False,5.0
34,4.9,1.9,1.4,2.0,0.4,2.6,3.3,2.2,1.9,4.6,126.7,22.1,68.0,6.6,4,1,0,True,False,True,False,4.0
63,5.3,2.6,1.5,1.1,0.5,3.6,3.7,1.4,1.4,2.1,73.1,26.1,58.0,4.9,6,1,0,True,False,True,False,4.0
39,1.7,1.2,0.6,0.4,0.3,4.2,3.5,1.4,1.0,0.8,86.1,23.1,66.0,2.9,7,0,0,True,False,False,True,5.0
54,4.5,0.2,2.8,0.0,3.0,2.9,3.3,1.3,1.6,6.9,182.1,21.7,81.0,6.5,4,0,0,False,True,False,False,4.0
38,7.6,4.0,2.6,0.0,2.1,4.5,3.7,1.5,0.9,0.1,213.5,8.9,49.0,1.0,10,0,0,True,False,True,False,4.0
28,7.2,2.3,2.6,0.0,2.5,4.1,3.7,1.5,0.7,2.5,211.0,15.1,59.0,4.4,6,0,1,True,False,True,False,4.0
40,6.6,1.8,3.2,0.4,2.3,4.1,3.9,2.0,1.2,3.9,207.5,26.3,62.0,3.8,6,0,0,False,False,False,True,3.0
52,4.9,3.3,1.7,0.0,1.2,0.6,1.6,2.5,2.8,3.8,194.7,34.9,72.0,6.6,1,1,1,True,False,False,True,4.0
37,4.4,2.1,0.0,0.5,3.0,4.5,4.3,1.6,1.2,0.0,201.3,14.8,60.0,2.6,8,0,0,True,False,False,True,4.0
36,6.0,3.2,2.2,0.7,0.7,4.4,3.7,1.2,0.8,0.0,296.4,8.3,55.0,2.3,8,0,0,True,False,True,False,3.0
62,7.9,3.1,2.2,0.0,3.4,4.5,4.4,1.9,1.5,0.2,146.8,7.8,53.0,1.6,9,0,1,True,False,False,True,4.0
71,4.7,0.9,3.2,0.1,1.5,2.2,2.8,1.9,2.2,4.7,158.1,32.5,72.0,6.9,3,1,1,True,False,False,True,4.0
33,8.1,2.4,2.7,0.3,3.2,3.5,3.5,1.7,1.6,3.4,102.2,26.3,61.0,5.6,6,0,1,False,False,False,False,3.0
60,4.6,3.6,1.6,0.2,0.4,3.0,3.3,1.1,1.7,2.6,58.6,28.8,73.0,5.9,4,1,1,False,False,True,False,4.0
65,2.9,1.1,1.3,0.6,1.0,1.9,2.2,2.4,2.4,5.9,148.8,24.2,80.0,7.9,2,1,0,True,False,False,True,5.0
17,5.2,1.1,2.6,0.7,0.0,3.5,3.6,1.6,1.5,5.0,209.1,13.3,73.0,4.2,6,0,1,True,False,True,False,3.0
56,2.6,1.3,0.0,0.3,2.4,1.1,1.1,2.5,2.5,6.7,100.6,17.8,80.0,9.6,1,0,1,True,False,True,False,4.0
33,5.7,2.8,1.8,0.2,1.7,2.6,3.6,1.4,1.7,3.5,206.6,14.3,69.0,5.0,4,1,1,False,False,False,False,3.0
23,9.7,2.3,2.5,0.6,3.4,4.5,3.9,0.0,1.1,0.0,193.1,8.7,44.0,1.1,10,0,0,True,False,False,True,1.0
42,3.5,0.3,1.4,1.5,0.9,1.3,2.2,2.5,2.3,5.4,133.2,32.4,76.0,8.4,2,1,1,True,False,False,True,4.0
34,5.3,2.3,1.1,0.0,2.7,3.9,3.5,1.5,1.1,10.8,117.8,21.9,80.0,5.7,6,1,1,False,False,False,True,3.0
59,5.3,1.8,1.8,1.3,1.5,3.8,3.6,1.1,1.0,2.4,202.6,17.0,62.0,4.3,6,0,0,True,False,True,False,4.0
21,7.3,1.9,3.0,0.0,1.3,4.5,3.9,0.9,2.0,0.0,139.4,8.8,49.0,1.0,10,0,1,True,False,False,True,3.0
28,4.9,1.2,2.0,0.8,1.1,2.7,3.4,2.2,2.3,2.4,202.9,19.6,73.0,4.7,4,0,0,True,False,False,True,4.0
23,5.3,2.3,0.8,1.2,0.6,4.5,4.0,0.4,0.9,0.0,76.3,13.0,39.0,1.0,10,0,1,False,False,False,True,4.0
73,6.7,2.9,2.8,0.0,1.8,4.5,4.0,0.6,1.0,0.0,276.2,7.7,51.0,1.0,9,0,1,False,False,False,True,3.0
74,5.5,1.4,3.1,0.8,1.6,2.4,3.1,1.5,2.7,6.7,137.7,15.3,71.0,5.0,3,0,1,False,False,True,False,4.0
69,1.0,0.5,0.6,0.0,0.0,3.1,3.6,1.4,1.9,0.4,166.8,12.1,67.0,3.1,5,0,0,False,False,False,False,5.0
71,6.6,1.7,4.6,1.3,0.0,3.8,3.8,1.1,1.4,2.3,235.5,25.5,64.0,3.3,6,0,1,False,False,False,False,4.0
74,4.4,2.7,1.5,0.0,1.1,2.8,3.2,2.1,1.8,1.8,100.2,12.4,64.0,5.6,4,0,0,False,True,True,False,5.0
33,5.9,1.6,2.5,0.1,2.6,0.6,1.4,2.2,2.6,6.3,157.3,33.1,80.0,8.8,1,0,1,False,True,True,False,4.0
61,4.3,0.7,2.3,0.7,1.6,4.1,3.9,1.6,1.2,2.5,103.6,17.6,74.0,4.6,6,0,0,True,False,False,False,4.0
66,3.5,2.7,0.7,1.0,0.1,2.1,3.2,1.7,2.0,5.1,115.2,15.0,78.0,5.5,3,1,1,False,False,False,True,4.0
28,4.8,3.3,1.0,0.7,0.0,3.5,4.0,1.4,1.0,2.8,115.1,16.9,71.0,2.2,6,1,0,True,False,True,False,4.0
70,6.1,2.0,1.6,0.9,2.6,3.5,4.3,1.1,1.9,0.9,194.7,14.2,59.0,3.7,6,0,0,True,False,True,False,4.0
52,1.0,0.6,0.0,0.3,0.0,2.1,3.3,2.3,2.4,1.7,153.6,22.9,71.0,6.7,3,0,1,False,False,True,False,4.0
67,5.4,1.7,2.4,0.0,2.2,3.1,3.7,1.7,1.7,0.3,106.5,27.9,60.0,5.0,5,0,1,True,False,False,True,4.0
50,4.7,2.1,0.0,1.5,2.0,3.6,4.1,1.7,0.7,3.1,78.3,12.5,65.0,3.7,6,0,1,False,False,True,False,4.0
54,5.3,1.3,1.5,0.9,3.0,4.2,4.2,1.5,1.4,1.3,219.4,12.7,53.0,1.6,7,1,1,True,False,False,True,4.0
31,4.0,2.5,0.8,0.3,0.8,2.3,2.9,1.4,1.3,5.8,196.7,31.7,81.0,7.3,3,1,0,False,False,False,True,4.0
44,4.4,1.2,2.1,0.0,2.3,3.9,3.7,1.4,0.6,3.1,167.0,17.8,64.0,4.7,7,1,1,False,False,False,True,4.0
23,7.1,2.0,0.0,1.3,2.8,4.5,3.7,1.5,1.4,0.0,156.5,6.7,47.0,1.0,10,1,0,False,False,False,False,4.0
47,2.3,1.8,0.0,1.4,0.1,3.0,3.4,1.6,2.0,4.3,164.2,31.4,71.0,5.3,4,1,0,True,False,False,True,4.0
70,4.4,2.6,0.8,0.5,1.5,3.6,3.6,1.4,0.4,1.9,144.4,17.8,62.0,2.6,6,0,1,True,False,False,True,4.0
66,5.1,2.0,2.1,0.2,1.4,2.8,3.8,2.2,2.1,3.5,76.8,31.8,72.0,6.8,4,1,1,False,False,False,True,5.0
39,3.5,1.8,1.7,0.4,0.3,0.8,0.9,2.6,3.3,2.5,122.8,14.5,83.0,10.0,1,0,0,True,False,False,True,4.0
28,6.0,1.3,2.7,0.5,1.7,3.1,3.5,1.4,1.1,2.9,136.4,18.3,78.0,6.1,5,1,1,False,True,True,False,5.0
25,4.9,2.0,1.6,1.1,0.2,4.5,4.2,1.0,1.4,0.0,114.2,9.3,43.0,1.0,10,1,0,False,False,False,False,3.0
67,3.7,1.8,1.5,0.0,1.8,3.6,3.8,2.1,1.2,1.5,145.1,14.7,70.0,4.0,6,0,1,True,False,False,True,4.0
49,4.0,1.2,0.3,0.2,3.6,3.4,3.6,1.2,1.8,1.1,120.8,16.8,69.0,5.2,4,1,1,True,False,True,False,5.0
55,4.2,2.1,1.3,0.5,1.2,4.1,3.7,1.1,1.2,3.1,135.4,11.4,53.0,1.9,7,1,1,True,False,True,False,4.0
73,4.9,2.3,1.5,0.8,1.3,3.0,3.3,1.2,1.3,2.6,123.8,22.0,70.0,6.0,5,0,0,False,False,True,False,4.0
28,5.2,1.7,0.0,1.1,2.8,4.2,4.0,1.7,1.8,0.0,219.7,23.1,53.0,3.0,7,0,0,True,False,True,False,4.0
44,5.7,2.8,0.5,0.8,2.7,3.7,3.9,1.7,1.7,1.9,66.8,22.3,64.0,2.1,6,0,0,True,False,False,False,4.0
55,6.1,2.2,2.0,1.7,0.8,4.5,4.1,1.4,1.8,0.0,139.2,7.7,37.0,1.0,10,0,0,True,False,False,True,4.0
18,5.7,0.8,1.7,0.0,2.1,4.5,3.9,0.6,1.2,0.0,108.5,10.7,47.0,1.0,10,0,1,False,False,True,False,4.0
73,5.3,3.2,1.2,1.5,0.0,1.6,2.7,2.3,2.4,4.6,158.3,31.0,87.0,7.0,2,1,1,True,False,True,False,4.0
18,4.5,2.7,0.8,0.0,0.4,4.5,4.0,1.7,1.2,1.2,253.6,12.0,50.0,2.5,9,0,1,True,False,False,True,5.0
42,5.0,2.9,0.0,0.4,2.5,4.5,4.1,1.7,1.5,0.1,117.6,15.3,55.0,2.7,8,0,0,False,False,True,False,4.0
22,4.8,2.4,0.0,0.8,0.9,4.5,4.0,1.2,1.2,1.5,151.2,13.0,58.0,1.0,9,0,1,False,False,False,True,5.0
16,5.2,0.2,1.2,1.3,1.2,4.5,3.5,1.2,1.1,1.2,60.7,14.4,51.0,1.6,9,0,0,False,False,True,False,4.0
55,6.0,3.0,3.1,0.4,0.5,4.5,4.0,2.1,1.1,0.0,137.8,13.1,60.0,2.7,8,1,0,True,False,False,True,5.0
60,3.5,2.1,1.5,0.8,0.3,3.5,3.8,2.5,1.7,2.1,160.0,24.5,68.0,4.9,5,0,0,True,False,False,False,4.0
36,4.1,2.3,2.6,0.4,0.0,1.8,2.5,3.1,2.5,4.7,61.7,35.9,77.0,9.1,2,1,0,False,False,False,True,5.0
55,2.7,2.5,0.2,0.0,1.0,2.2,2.9,2.1,1.9,3.7,205.8,18.8,68.0,6.4,3,1,1,True,False,True,False,4.0
70,7.0,3.7,1.8,0.6,1.9,3.5,3.8,1.6,1.2,2.5,126.9,16.1,62.0,5.1,5,1,1,False,False,False,False,4.0
69,2.9,1.5,0.7,0.0,1.6,0.9,1.0,3.0,2.5,3.6,169.2,24.5,77.0,9.1,1,0,1,False,False,False,True,5.0
30,3.5,1.5,0.7,1.4,0.6,2.2,3.1,1.5,1.5,2.1,105.5,16.8,76.0,7.0,3,0,0,True,False,False,False,5.0
43,4.2,1.2,2.3,1.4,0.0,4.5,3.8,1.2,0.7,0.8,146.1,17.6,57.0,2.2,9,0,1,False,False,False,True,4.0
63,2.2,1.0,1.4,0.1,1.0,1.0,1.0,2.3,3.4,5.1,107.9,27.7,84.0,9.3,1,1,0,False,False,True,False,4.0
62,1.0,1.1,0.0,0.0,0.1,1.3,2.1,2.6,2.6,6.7,204.8,21.0,85.0,7.2,2,0,1,True,False,False,False,5.0
44,1.6,0.3,1.6,0.2,0.6,0.7,1.5,2.1,2.9,5.2,230.8,30.8,95.0,9.9,1,1,0,False,False,False,True,5.0
26,6.1,2.4,0.7,0.9,1.5,4.5,4.2,1.5,1.0,0.0,99.8,12.7,38.0,1.7,10,0,1,True,False,False,False,4.0
49,3.8,3.8,0.0,0.9,0.5,2.4,2.9,2.2,1.3,5.7,46.1,19.8,77.0,7.7,3,0,1,True,False,False,True,4.0
25,10.0,3.8,0.4,2.6,2.7,4.2,3.8,1.5,1.3,1.0,174.2,10.8,62.0,4.0,7,0,1,True,False,True,False,3.0
60,4.5,1.2,3.8,0.4,0.4,4.5,3.7,1.2,1.2,0.0,181.3,17.4,51.0,1.0,9,1,1,False,False,True,False,4.0
64,4.8,1.8,2.8,0.7,0.8,4.2,4.1,2.0,1.3,0.5,130.0,23.9,58.0,3.3,7,0,0,False,False,False,True,4.0
35,6.5,3.1,0.0,1.8,2.2,3.7,4.0,0.9,1.3,2.9,107.1,14.0,63.0,3.7,6,0,1,False,False,True,False,5.0
35,5.8,2.4,1.3,0.8,2.1,3.6,3.3,1.1,0.9,6.1,87.0,19.6,77.0,3.9,5,1,1,True,False,False,True,4.0
19,5.8,2.1,1.4,0.0,1.9,4.2,3.6,1.9,1.7,0.1,264.9,7.4,54.0,1.0,8,0,1,False,False,False,True,5.0
62,3.7,1.8,1.2,0.8,0.8,1.1,1.6,2.3,3.3,4.9,121.0,36.8,87.0,9.9,1,1,1,True,False,False,False,4.0
34,6.4,3.1,0.8,1.0,2.0,4.5,4.1,2.1,1.7,0.0,93.5,7.5,62.0,2.7,8,0,0,False,False,False,True,4.0
51,5.0,1.0,2.3,0.4,2.2,2.6,3.0,2.0,1.3,4.9,91.2,30.4,74.0,6.1,3,1,0,True,False,False,False,4.0
17,8.7,2.4,2.5,1.1,1.8,4.5,3.8,1.2,1.3,0.0,119.1,9.3,46.0,2.2,9,0,0,True,False,False,True,3.0
58,6.7,2.3,2.7,1.0,1.4,4.5,3.8,1.1,1.5,1.4,123.9,17.2,49.0,1.2,9,1,0,True,False,True,False,4.0
47,5.3,2.0,1.9,0.3,2.0,4.5,4.0,1.5,1.3,1.2,198.7,9.0,54.0,1.8,9,0,0,False,False,False,True,3.0
67,6.3,2.7,2.2,1.5,1.3,3.5,4.0,1.7,1.2,1.4,164.6,27.0,65.0,2.6,6,0,1,True,False,True,False,4.0
23,5.5,2.0,1.1,0.1,1.8,4.5,3.8,0.7,1.3,0.0,182.7,6.4,49.0,1.0,10,0,1,False,False,True,False,4.0
23,4.5,1.5,0.0,0.9,1.5,3.7,4.0,1.9,1.5,3.0,219.4,25.2,63.0,2.7,6,1,0,True,False,True,False,4.0
18,3.2,2.1,0.0,0.2,0.0,2.9,3.2,1.2,2.0,3.5,120.8,14.6,77.0,7.1,4,1,1,True,False,False,False,5.0
49,1.0,0.6,0.6,0.0,0.8,1.0,1.0,2.4,2.3,4.2,103.2,37.1,89.0,8.5,1,1,1,True,False,False,True,5.0
31,7.8,2.6,1.3,0.8,3.5,3.9,3.8,1.3,1.8,1.6,154.3,14.3,50.0,4.7,6,0,1,False,False,False,True,4.0
48,3.7,2.8,0.1,1.8,0.0,3.4,3.8,1.1,2.0,1.6,65.4,18.9,74.0,7.7,5,0,0,False,False,True,False,4.0
38,3.8,1.4,0.3,0.6,3.0,2.8,3.6,1.8,2.0,4.1,341.2,22.5,68.0,4.4,4,0,0,True,False,False,True,5.0
46,3.0,1.2,1.1,0.0,2.0,2.1,2.8,1.6,2.4,5.1,163.3,33.6,79.0,7.0,3,0,1,True,False,False,True,4.0
15,7.1,1.4,2.5,0.7,1.4,4.5,4.3,0.5,0.6,0.0,257.2,6.7,52.0,1.0,10,0,0,True,False,False,True,4.0
22,4.6,1.9,1.9,0.1,0.0,4.5,3.7,1.2,1.0,0.0,150.6,17.4,52.0,2.0,9,1,0,False,False,True,False,4.0
59,4.2,2.2,0.6,1.2,1.4,1.7,2.4,2.0,1.9,6.3,119.4,18.6,81.0,7.8,2,0,1,True,False,False,True,4.0
37,5.5,3.5,1.6,0.5,0.7,4.5,3.7,1.5,2.2,2.5,125.9,13.8,51.0,2.1,9,1,0,False,False,False,True,4.0
61,5.0,3.3,0.0,0.0,2.6,3.8,3.8,2.1,1.4,6.4,62.9,21.8,70.0,4.1,6,0,1,False,False,False,False,3.0
54,3.9,2.7,0.6,0.9,0.7,3.1,3.6,1.7,1.8,2.1,88.7,26.5,71.0,3.6,5,0,0,True,False,True,False,5.0
26,4.1,2.1,0.0,0.7,1.1,3.2,3.6,1.4,1.4,2.1,150.1,29.6,69.0,4.6,5,1,1,False,False,True,False,5.0
68,4.3,1.2,2.0,0.4,1.6,2.3,3.2,1.7,0.9,3.2,212.4,13.4,65.0,7.5,3,0,0,False,False,False,True,4.0
26,5.8,3.5,1.2,0.0,0.8,4.1,4.0,1.4,0.7,1.4,38.4,20.5,62.0,3.0,7,0,1,False,False,False,True,4.0
60,6.4,1.8,1.3,1.7,2.4,3.8,3.9,1.2,0.7,2.9,129.2,15.8,64.0,3.0,6,0,1,True,False,True,False,4.0
61,4.8,2.3,2.4,0.3,1.1,3.9,3.4,2.0,1.3,1.8,165.4,21.6,62.0,4.1,6,1,0,True,False,False,True,4.0
29,3.7,2.6,0.4,1.1,0.0,2.2,3.0,2.2,1.9,5.0,70.8,18.6,77.0,5.0,3,0,1,True,False,False,True,4.0
55,5.4,2.1,2.0,0.3,1.6,2.4,3.3,2.0,2.6,2.6,135.4,34.7,72.0,4.8,3,0,1,True,False,False,True,4.0
33,9.4,3.0,3.7,1.0,2.2,4.5,3.9,1.1,0.9,0.1,44.6,12.5,39.0,1.0,10,0,0,True,False,True,False,3.0
40,5.4,2.4,0.4,0.6,2.8,3.5,3.9,0.8,1.5,1.7,141.4,18.2,65.0,6.2,5,1,0,True,False,False,True,5.0
66,4.7,2.9,0.0,0.6,2.0,4.0,4.1,1.6,0.8,0.0,171.8,23.4,56.0,4.5,7,0,0,False,False,False,False,3.0
43,4.5,2.4,0.1,0.1,2.6,2.8,3.3,2.5,2.2,3.8,184.2,28.3,66.0,7.3,4,1,0,True,False,False,False,3.0
36,5.7,2.0,1.9,0.9,1.9,3.6,3.7,1.7,1.5,2.9,19.3,21.9,69.0,3.3,6,1,1,True,False,False,True,4.0
54,6.2,2.1,3.4,1.4,0.4,4.5,3.6,0.1,0.7,0.0,190.8,13.3,55.0,1.0,10,0,1,True,False,False,True,4.0
35,5.0,1.9,3.4,0.0,0.6,4.0,3.9,1.5,1.1,1.9,143.9,18.4,70.0,3.0,7,1,0,False,False,False,True,5.0
65,2.3,0.8,2.4,0.1,0.0,0.7,1.1,2.6,2.4,4.0,87.3,27.3,90.0,9.4,1,1,1,False,False,False,True,5.0
52,6.6,1.1,2.5,2.4,1.2,4.5,3.6,1.6,1.6,0.0,122.3,9.4,42.0,1.6,9,1,1,False,False,False,False,3.0
34,6.3,2.7,2.0,0.0,2.1,2.4,3.3,1.4,1.8,4.9,95.0,14.5,77.0,8.6,3,1,1,True,False,True,False,4.0
71,2.7,0.9,2.3,0.3,0.0,0.7,1.1,2.6,3.0,6.1,182.2,25.4,91.0,9.2,1,0,0,False,True,True,False,5.0
43,6.2,1.6,1.8,1.4,2.7,4.1,4.3,1.5,1.2,1.2,132.1,15.5,58.0,4.0,7,0,1,True,False,False,True,3.0
65,3.1,1.1,0.6,1.4,1.3,3.5,3.4,1.6,1.0,1.8,162.7,26.0,71.0,4.1,6,0,1,True,False,True,False,4.0
18,6.0,1.6,3.4,0.0,0.5,4.5,3.6,1.1,1.8,0.0,98.1,11.2,38.0,1.0,10,0,0,True,False,False,False,4.0
69,5.0,1.9,3.0,1.1,0.0,3.7,3.9,1.8,1.1,1.9,147.6,9.9,66.0,3.7,6,0,1,True,False,False,True,4.0
21,6.7,1.6,0.6,0.5,3.1,4.5,4.1,1.0,0.6,1.1,175.4,5.2,44.0,1.0,10,1,1,True,False,True,False,4.0
42,4.9,0.7,2.2,0.5,2.6,2.4,3.8,0.7,1.8,3.5,157.5,29.5,73.0,4.7,4,1,0,False,False,False,True,4.0
42,6.0,1.8,3.1,1.3,1.0,4.2,3.8,1.2,0.8,0.0,41.6,15.3,41.0,1.0,8,0,0,False,False,False,True,4.0
18,6.6,1.1,2.0,0.4,2.3,4.5,3.9,1.2,1.8,0.0,169.0,14.9,57.0,2.9,8,1,0,True,False,False,True,4.0
36,3.0,1.4,1.3,0.3,1.2,3.9,4.0,2.4,1.5,0.0,109.7,15.4,70.0,4.5,6,0,1,False,False,True,False,4.0
26,7.2,2.7,3.1,0.4,0.8,3.7,3.7,1.7,1.7,1.5,174.1,21.9,65.0,4.5,6,0,1,True,False,False,True,4.0
59,4.7,2.9,1.8,0.4,0.7,3.1,3.7,1.3,0.9,3.3,122.6,26.7,69.0,6.1,5,1,1,True,False,False,True,3.0
17,4.3,0.8,0.8,0.8,1.2,3.9,3.5,1.9,1.7,1.3,216.5,22.3,57.0,3.8,7,0,0,False,False,False,False,4.0
36,5.0,3.4,0.2,1.4,1.0,3.5,3.9,1.2,1.3,3.0,187.4,18.9,72.0,6.5,5,0,1,False,False,False,True,4.0
58,3.1,1.5,0.0,0.9,1.5,0.7,1.9,2.6,2.3,4.4,67.9,16.3,85.0,8.5,1,0,1,True,False,True,False,4.0
16,9.4,1.5,3.7,0.6,3.0,4.5,3.8,2.0,1.3,0.0,156.3,19.2,53.0,3.0,8,0,1,True,False,False,False,4.0
38,5.4,1.2,0.6,0.9,3.7,3.5,4.3,1.8,1.1,0.0,243.8,21.3,57.0,3.3,6,0,1,False,False,False,False,3.0
48,4.5,2.1,2.6,1.1,0.2,2.2,3.2,2.9,1.9,3.8,81.3,29.2,79.0,6.4,3,1,1,False,False,False,True,4.0
41,6.0,3.8,0.5,0.9,1.9,2.4,3.2,2.2,2.6,4.9,173.0,34.6,73.0,5.6,3,1,1,False,False,False,True,3.0
69,3.3,0.6,1.7,0.2,1.6,3.0,3.7,1.5,0.8,2.2,123.0,14.6,75.0,5.6,5,1,1,True,False,False,True,5.0
55,4.3,0.2,2.0,0.9,1.9,2.1,3.0,2.9,1.8,4.9,106.5,31.4,75.0,7.8,3,0,0,True,False,True,False,4.0
15,4.1,2.2,0.1,0.0,0.9,4.5,4.1,1.1,1.2,0.0,90.7,11.2,53.0,1.0,9,0,0,True,False,False,False,5.0
22,8.9,2.5,2.6,1.5,1.9,4.5,4.0,2.7,1.3,0.0,96.2,20.1,55.0,1.0,8,0,0,True,False,False,False,3.0
37,3.7,2.0,1.3,1.5,0.0,2.5,2.5,2.0,1.5,5.1,228.5,19.9,79.0,8.3,3,0,0,False,False,False,True,4.0
52,8.4,2.5,2.1,1.1,4.0,4.5,4.0,0.9,1.4,0.0,108.7,10.8,44.0,1.0,10,1,0,True,False,False,True,2.0
20,7.8,1.0,3.1,1.3,1.7,4.5,4.3,1.4,1.3,0.0,160.6,14.0,51.0,1.0,9,0,0,True,False,False,False,4.0
36,4.8,1.1,2.3,0.6,2.1,2.6,3.5,1.1,1.3,3.2,184.6,11.9,78.0,7.0,4,1,0,False,False,False,False,4.0
39,3.0,2.1,1.4,0.1,0.3,2.4,2.7,2.0,1.2,2.6,95.9,27.5,65.0,9.0,3,1,0,False,False,False,True,4.0
32,7.1,3.6,3.6,0.0,0.7,3.1,3.6,1.1,1.0,1.4,127.1,23.9,70.0,5.2,5,1,0,True,False,False,False,3.0
31,4.6,2.5,1.5,1.2,0.0,3.9,4.1,1.9,1.5,0.0,113.4,21.3,45.0,3.6,7,0,0,False,False,True,False,3.0
26,7.3,2.5,1.6,0.1,2.9,4.5,4.0,1.1,1.0,1.3,133.4,9.9,54.0,1.9,9,0,1,False,False,False,True,3.0
20,3.8,1.0,1.3,0.4,0.3,4.5,4.2,0.8,0.8,0.4,115.0,12.2,47.0,1.0,10,0,0,False,False,False,False,4.0
40,3.6,2.4,0.2,0.7,1.2,4.0,3.9,1.4,1.6,1.8,139.3,23.8,61.0,1.9,6,0,1,True,False,False,True,5.0
41,1.9,0.9,0.0,0.6,1.3,1.8,2.6,2.2,2.2,6.9,95.1,34.3,96.0,8.4,2,1,1,False,False,False,True,5.0
22,7.5,3.6,0.9,0.8,1.9,4.5,4.1,1.6,1.5,1.4,50.7,8.9,48.0,1.4,9,0,1,False,False,False,True,4.0
33,1.0,1.1,0.4,0.0,0.1,2.8,3.4,2.1,1.8,1.2,140.6,32.0,63.0,6.1,4,0,1,True,False,True,False,4.0
74,4.3,1.3,1.2,0.5,2.3,2.1,2.5,1.9,1.8,7.4,227.1,31.9,81.0,8.6,2,1,1,True,False,False,False,5.0
56,5.7,0.7,2.4,1.1,2.6,4.5,3.4,1.5,1.3,0.0,111.4,16.7,60.0,2.8,8,0,1,False,False,False,False,3.0
15,5.2,2.1,1.1,0.3,0.7,4.5,3.8,1.2,1.1,3.5,160.6,15.7,58.0,1.0,9,1,1,True,False,False,True,4.0
